Targets, Observers 3 2
Main in iteration 2
Observers observed in 0is 0
Observers observed in 1is 0
Observers observed in 2is 0
Observers observed in 3is 0
Observers observed in 4is 0
Observers observed in 5is 0
Observers observed in 6is 0
Observers observed in 7is 0
Observers observed in 8is 0
Observers observed in 9is 0
Observers observed in 10is 0
Observers observed in 11is 0
Observers observed in 12is 0
Observers observed in 13is 0
Observers observed in 14is 0
Observers observed in 15is 0
Observers observed in 16is 0
Observers observed in 17is 0
Observers observed in 18is 0
Observers observed in 19is 0
Observers observed in 20is 0
Observers observed in 21is 0
Observers observed in 22is 0
Observers observed in 23is 0
Observers observed in 24is 0
Observers observed in 25is 0
Observers observed in 26is 0
Observers observed in 27is 0
Observers observed in 28is 0
Observers observed in 29is 0
Observers observed in 30is 0
Observers observed in 31is 0
Observers observed in 32is 0
Observers observed in 33is 0
Observers observed in 34is 0
Observers observed in 35is 0
Observers observed in 36is 0
Observers observed in 37is 0
Observers observed in 38is 0
Observers observed in 39is 0
Observers observed in 40is 0
Observers observed in 41is 0
Observers observed in 42is 0
Observers observed in 43is 0
Observers observed in 44is 0
Observers observed in 45is 0
Observers observed in 46is 0
Observers observed in 47is 0
Observers observed in 48is 0
Observers observed in 49is 0
Observers observed in 50is 0
Observers observed in 51is 0
Observers observed in 52is 0
Observers observed in 53is 0
Observers observed in 54is 0
Observers observed in 55is 0
Observers observed in 56is 0
Observers observed in 57is 0
Observers observed in 58is 0
Observers observed in 59is 0
Observers observed in 60is 0
Observers observed in 61is 0
Observers observed in 62is 0
Observers observed in 63is 0
Observers observed in 64is 0
Observers observed in 65is 0
Observers observed in 66is 0
Observers observed in 67is 0
Observers observed in 68is 0
Observers observed in 69is 0
Observers observed in 70is 0
Observers observed in 71is 0
Observers observed in 72is 0
Observers observed in 73is 0
Observers observed in 74is 0
Observers observed in 75is 0
Observers observed in 76is 0
Observers observed in 77is 0
Observers observed in 78is 0
Observers observed in 79is 0
Observers observed in 80is 0
Observers observed in 81is 0
